given_class,given_type,url
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
v-z,search,https://www.6pm.com/shipping-and-delivery-questions
u-z,,https://www.6pm.com/shipping-and-delivery-questions
,checkbox,https://www.amazon.com/b?ie=UTF8&node=16334314011
nav-searchbar nav-progressive-attribute,,https://www.amazon.com/b?ie=UTF8&node=16334314011
s-input s-input__search js-search-field ,text,https://codereview.stackexchange.com/users/226824/occhima
grid--cell fl-grow1 searchbar px12 js-searchbar ,,https://codereview.stackexchange.com/users/226824/occhima
nav-progressive-attribute,hidden,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
v-z,search,https://www.6pm.com/london-times-women-clothing/CKvXAVICyxzAAQHiAgMBGAo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
nav-progressive-attribute,hidden,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
nav-progressive-attribute,hidden,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
nav-input nav-progressive-attribute,text,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
nav-input nav-progressive-attribute,submit,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
a-carousel-firstvisibleitem,hidden,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
a-carousel-firstvisibleitem,hidden,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
a-carousel-firstvisibleitem,hidden,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,text,https://www.6pm.com/london-times-women-clothing/CKvXAVICyxzAAQHiAgMBGAo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/london-times-women-clothing/CKvXAVICyxzAAQHiAgMBGAo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/london-times-women-clothing/CKvXAVICyxzAAQHiAgMBGAo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/london-times-women-clothing/CKvXAVICyxzAAQHiAgMBGAo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/london-times-women-clothing/CKvXAVICyxzAAQHiAgMBGAo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
v-z,search,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
v-z,search,https://www.6pm.com/juicy/.zso?t=juicy&s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
,checkbox,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
nav-searchbar nav-progressive-attribute,,https://www.amazon.com/toys/b?ie=UTF8&node=165793011
v-z,search,https://www.6pm.com/j-crew/UgL-JuICAQo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/sunglasses/CKzXARCq2QHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
v-z,search,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
,text,https://www.6pm.com/juicy/.zso?t=juicy&s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/juicy/.zso?t=juicy&s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/juicy/.zso?t=juicy&s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/j-crew/UgL-JuICAQo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/j-crew/UgL-JuICAQo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/j-crew/UgL-JuICAQo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/j-crew/UgL-JuICAQo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/j-crew/UgL-JuICAQo.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
,text,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
,text,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
,text,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
,text,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
,text,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
u-z,,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
iA-z,,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
iA-z,,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
iA-z,,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
iA-z,,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
iA-z,,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
iA-z,,https://www.6pm.com/work-shoes/CK_XAToCnA3iAgIBBw.zso?t=work
v-z,search,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
v-z,search,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
v-z,search,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/watches/CLHXAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/jewelry/CK7XAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/hats/COfWARCJ1wHiAgIBAg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
v-z,search,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
v-z,search,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
nav-progressive-attribute,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
,text,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/accessories/COfWAeICAQE.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
,text,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
u-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
iA-z,,https://www.6pm.com/women-heels/CK_XARC41wHAAQHiAgMBAhg.zso?s=isNew/desc/goLiveDate/desc/recentSalesStyle/desc/
nav-progressive-attribute,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
nav-progressive-attribute,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
nav-input nav-progressive-attribute,text,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
nav-input nav-progressive-attribute,submit,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
radio-button,radio,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
radio-button,radio,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
radio-button best-offer-radio,radio,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
a-button-input,submit,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
,hidden,https://www.amazon.com:443/amazonprime/ref=cg_pwL0noprime_1a1_w?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&pf_rd_m=ATVPDKIKX0DER&pf_rd_s=educational-desktop&pf_rd_r=5B6SDZ1PFA82SNS56RF7&pf_rd_t=0&pf_rd_p=88636123-0239-4005-b963-3af45d2ac820&pf_rd_i=1
